order_id,timestamp_start,timestamp_end,station_id,shift,process_time_mins,rework_time_mins,total_time_mins,labor_cost_per_hour,defect_flag,status,rework_cost,delay_cost,hour
ORD-2047,2026-04-02 16:54:00,2026-04-02 17:09:50.786606,Station_A,Day,15.85,0.0,15.85,47.65,0,Delayed,0.0,0.67,16
ORD-2048,2026-04-02 16:56:00,2026-04-02 17:09:07.506347,Station_D,Day,13.13,0.0,13.13,44.75,0,Success,0.0,0.0,16
ORD-2049,2026-04-02 16:58:00,2026-04-02 17:11:19.856935,Station_A,Day,13.33,0.0,13.33,42.15,0,Success,0.0,0.0,16
ORD-2050,2026-04-02 17:00:00,2026-04-02 17:11:58.026895,Station_B,Day,11.97,0.0,11.97,29.54,0,Success,0.0,0.0,17
ORD-2051,2026-04-02 17:02:00,2026-04-02 17:17:07.048870,Station_C,Day,15.12,0.0,15.12,25.39,0,Delayed,0.0,0.05,17
ORD-2052,2026-04-02 17:04:00,2026-04-02 17:20:47.323678,Station_C,Day,16.79,0.0,16.79,43.96,0,Delayed,0.0,1.31,17
ORD-2053,2026-04-02 17:06:00,2026-04-02 17:26:36.222377,Station_D,Day,20.6,0.0,20.6,35.16,0,Delayed,0.0,3.28,17
ORD-2054,2026-04-02 17:08:00,2026-04-02 17:19:10.012807,Station_C,Day,11.17,0.0,11.17,38.59,0,Success,0.0,0.0,17
ORD-2055,2026-04-02 17:10:00,2026-04-02 17:37:41.528321,Station_C,Day,19.78,7.91,27.69,32.44,1,Failed,4.28,0.0,17
ORD-2056,2026-04-02 17:12:00,2026-04-02 17:27:21.602015,Station_D,Day,15.36,0.0,15.36,47.03,0,Delayed,0.0,0.28,17
ORD-2057,2026-04-02 17:14:00,2026-04-02 17:31:04.484880,Station_A,Day,17.07,0.0,17.07,41.85,0,Delayed,0.0,1.45,17
ORD-2058,2026-04-02 17:16:00,2026-04-02 17:40:27.047530,Station_C,Day,17.46,6.99,24.45,40.5,1,Failed,4.72,0.0,17
ORD-2059,2026-04-02 17:18:00,2026-04-02 17:28:02.695705,Station_B,Day,10.04,0.0,10.04,38.84,0,Success,0.0,0.0,17
ORD-2060,2026-04-02 17:20:00,2026-04-02 17:37:03.131664,Station_A,Day,17.05,0.0,17.05,40.69,0,Delayed,0.0,1.39,17
ORD-2061,2026-04-02 17:22:00,2026-04-02 17:39:25.367018,Station_D,Day,17.42,0.0,17.42,41.71,0,Delayed,0.0,1.68,17
ORD-2062,2026-04-02 17:24:00,2026-04-02 17:36:13.786091,Station_A,Day,12.23,0.0,12.23,25.59,0,Success,0.0,0.0,17
ORD-2063,2026-04-02 17:26:00,2026-04-02 17:43:45.908439,Station_D,Day,17.77,0.0,17.77,32.95,0,Delayed,0.0,1.52,17
ORD-2064,2026-04-02 17:28:00,2026-04-02 17:37:20.506819,Station_A,Day,9.34,0.0,9.34,39.71,0,Success,0.0,0.0,17
ORD-2065,2026-04-02 17:30:00,2026-04-02 17:47:56.155556,Station_C,Day,17.94,0.0,17.94,26.63,0,Delayed,0.0,1.3,17
ORD-2066,2026-04-02 17:32:00,2026-04-02 17:40:38.588193,Station_A,Day,8.64,0.0,8.64,27.87,0,Success,0.0,0.0,17
ORD-2067,2026-04-02 17:34:00,2026-04-02 17:47:52.935245,Station_B,Day,13.88,0.0,13.88,44.79,0,Success,0.0,0.0,17
ORD-2068,2026-04-02 17:36:00,2026-04-02 17:48:41.958371,Station_D,Day,12.7,0.0,12.7,44.53,0,Success,0.0,0.0,17
ORD-2069,2026-04-02 17:38:00,2026-04-02 17:54:02.081447,Station_C,Day,11.45,4.58,16.03,34.37,1,Failed,2.62,0.0,17
ORD-2070,2026-04-02 17:40:00,2026-04-02 17:53:46.209513,Station_B,Day,13.77,0.0,13.77,33.82,0,Success,0.0,0.0,17
ORD-2071,2026-04-02 17:42:00,2026-04-02 18:12:25.785140,Station_C,Day,21.74,8.69,30.43,30.53,1,Failed,4.42,0.0,17
ORD-2072,2026-04-02 17:44:00,2026-04-02 18:04:05.404114,Station_C,Day,14.35,5.74,20.09,47.06,1,Failed,4.5,0.0,17
ORD-2073,2026-04-02 17:46:00,2026-04-02 18:19:49.349829,Station_C,Day,24.16,9.66,33.82,28.53,1,Failed,4.6,0.0,17
ORD-2074,2026-04-02 17:48:00,2026-04-02 18:05:32.385104,Station_D,Day,12.53,5.01,17.54,32.59,1,Failed,2.72,0.0,17
ORD-2075,2026-04-02 17:50:00,2026-04-02 18:09:59.207065,Station_C,Day,19.99,0.0,19.99,39.72,0,Delayed,0.0,3.3,17
ORD-2076,2026-04-02 17:52:00,2026-04-02 18:27:56.734911,Station_C,Day,35.95,0.0,35.95,49.32,0,Delayed,0.0,17.22,17
ORD-2077,2026-04-02 17:54:00,2026-04-02 18:07:04.916282,Station_A,Day,13.08,0.0,13.08,34.77,0,Success,0.0,0.0,17
ORD-2078,2026-04-02 17:56:00,2026-04-02 18:11:45.196407,Station_C,Day,15.75,0.0,15.75,36.78,0,Delayed,0.0,0.46,17
ORD-2079,2026-04-02 17:58:00,2026-04-02 18:11:10.448462,Station_A,Day,13.17,0.0,13.17,38.87,0,Success,0.0,0.0,17
ORD-2080,2026-04-02 18:00:00,2026-04-02 18:11:03.507634,Station_A,Night,11.06,0.0,11.06,30.16,0,Success,0.0,0.0,18
ORD-2081,2026-04-02 18:02:00,2026-04-02 18:13:22.543071,Station_D,Night,11.38,0.0,11.38,44.26,0,Success,0.0,0.0,18
ORD-2082,2026-04-02 18:04:00,2026-04-02 18:25:44.202036,Station_C,Night,21.74,0.0,21.74,45.87,0,Delayed,0.0,5.15,18
ORD-2083,2026-04-02 18:06:00,2026-04-02 18:20:31.006555,Station_D,Night,14.52,0.0,14.52,49.34,0,Success,0.0,0.0,18
ORD-2084,2026-04-02 18:08:00,2026-04-02 18:26:24.033258,Station_D,Night,18.4,0.0,18.4,35.53,0,Delayed,0.0,2.01,18
ORD-2085,2026-04-02 18:10:00,2026-04-02 18:20:50.521993,Station_B,Night,10.84,0.0,10.84,43.23,0,Success,0.0,0.0,18
ORD-2086,2026-04-02 18:12:00,2026-04-02 18:23:49.581346,Station_A,Night,8.45,3.38,11.83,26.73,1,Failed,1.51,0.0,18
ORD-2087,2026-04-02 18:14:00,2026-04-02 18:32:39.382473,Station_A,Night,18.66,0.0,18.66,37.63,0,Delayed,0.0,2.29,18
ORD-2088,2026-04-02 18:16:00,2026-04-02 18:24:17.282658,Station_A,Night,8.29,0.0,8.29,33.54,0,Success,0.0,0.0,18
ORD-2089,2026-04-02 18:18:00,2026-04-02 18:34:10.230120,Station_D,Night,16.17,0.0,16.17,46.84,0,Delayed,0.0,0.91,18
ORD-2090,2026-04-02 18:20:00,2026-04-02 18:37:50.906224,Station_D,Night,12.75,5.1,17.85,26.29,1,Failed,2.23,0.0,18
ORD-2091,2026-04-02 18:22:00,2026-04-02 18:42:55.998406,Station_D,Night,20.93,0.0,20.93,31.08,0,Delayed,0.0,3.07,18
ORD-2092,2026-04-02 18:24:00,2026-04-02 18:38:00.661450,Station_B,Night,14.01,0.0,14.01,41.57,0,Success,0.0,0.0,18
ORD-2093,2026-04-02 18:26:00,2026-04-02 18:36:20.293643,Station_A,Night,10.34,0.0,10.34,43.8,0,Success,0.0,0.0,18
ORD-2094,2026-04-02 18:28:00,2026-04-02 18:35:40.677920,Station_D,Night,7.68,0.0,7.68,40.89,0,Success,0.0,0.0,18
ORD-2095,2026-04-02 18:30:00,2026-04-02 18:49:39.926736,Station_C,Night,19.67,0.0,19.67,39.6,0,Delayed,0.0,3.08,18
ORD-2096,2026-04-02 18:32:00,2026-04-02 18:48:57.557446,Station_A,Night,16.96,0.0,16.96,37.37,0,Delayed,0.0,1.22,18
ORD-2097,2026-04-02 18:34:00,2026-04-02 18:53:35.862912,Station_D,Night,19.6,0.0,19.6,44.44,0,Delayed,0.0,3.41,18
ORD-2098,2026-04-02 18:36:00,2026-04-02 18:46:14.700204,Station_A,Night,10.25,0.0,10.25,47.88,0,Success,0.0,0.0,18
ORD-2099,2026-04-02 18:38:00,2026-04-02 18:48:06.669456,Station_D,Night,10.11,0.0,10.11,34.94,0,Success,0.0,0.0,18
ORD-2100,2026-04-02 18:40:00,2026-04-02 18:58:49.311362,Station_D,Night,18.82,0.0,18.82,25.07,0,Delayed,0.0,1.6,18
ORD-2101,2026-04-02 18:42:00,2026-04-02 18:53:12.412660,Station_B,Night,11.21,0.0,11.21,40.25,0,Success,0.0,0.0,18
ORD-2102,2026-04-02 18:44:00,2026-04-02 19:03:12.118989,Station_C,Night,19.2,0.0,19.2,29.26,0,Delayed,0.0,2.05,18
ORD-2103,2026-04-02 18:46:00,2026-04-02 18:53:59.630009,Station_D,Night,7.99,0.0,7.99,36.0,0,Success,0.0,0.0,18
ORD-2104,2026-04-02 18:48:00,2026-04-02 19:38:58.126513,Station_C,Night,36.41,14.56,50.97,48.15,1,Failed,11.69,0.0,18
ORD-2105,2026-04-02 18:50:00,2026-04-02 19:05:15.025605,Station_B,Night,15.25,0.0,15.25,27.88,0,Delayed,0.0,0.12,18
ORD-2106,2026-04-02 18:52:00,2026-04-02 19:05:31.130269,Station_A,Night,13.52,0.0,13.52,30.29,0,Success,0.0,0.0,18
ORD-2107,2026-04-02 18:54:00,2026-04-02 19:08:56.386540,Station_B,Night,14.94,0.0,14.94,27.88,0,Success,0.0,0.0,18
ORD-2108,2026-04-02 18:56:00,2026-04-02 19:04:00.178596,Station_D,Night,8.0,0.0,8.0,39.3,0,Success,0.0,0.0,18
ORD-2109,2026-04-02 18:58:00,2026-04-02 19:18:41.327346,Station_C,Night,20.69,0.0,20.69,49.44,0,Delayed,0.0,4.69,18
ORD-2110,2026-04-02 19:00:00,2026-04-02 19:14:31.704997,Station_D,Night,14.53,0.0,14.53,46.05,0,Success,0.0,0.0,19
ORD-2111,2026-04-02 19:02:00,2026-04-02 19:10:10.499974,Station_B,Night,8.17,0.0,8.17,37.43,0,Success,0.0,0.0,19
ORD-2112,2026-04-02 19:04:00,2026-04-02 19:17:31.241583,Station_B,Night,13.52,0.0,13.52,48.39,0,Success,0.0,0.0,19
ORD-2113,2026-04-02 19:06:00,2026-04-02 19:14:53.320158,Station_A,Night,8.89,0.0,8.89,36.8,0,Success,0.0,0.0,19
ORD-2114,2026-04-02 19:08:00,2026-04-02 19:16:38.443410,Station_B,Night,8.64,0.0,8.64,49.47,0,Success,0.0,0.0,19
ORD-2115,2026-04-02 19:10:00,2026-04-02 19:29:08.081035,Station_C,Night,19.13,0.0,19.13,30.07,0,Delayed,0.0,2.07,19
ORD-2116,2026-04-02 19:12:00,2026-04-02 19:24:05.039862,Station_B,Night,12.08,0.0,12.08,34.68,0,Success,0.0,0.0,19
ORD-2117,2026-04-02 19:14:00,2026-04-02 19:24:54.729891,Station_B,Night,10.91,0.0,10.91,36.02,0,Success,0.0,0.0,19
ORD-2118,2026-04-02 19:16:00,2026-04-02 19:29:56.893614,Station_A,Night,13.95,0.0,13.95,47.57,0,Success,0.0,0.0,19
ORD-2119,2026-04-02 19:18:00,2026-04-02 19:32:17.395432,Station_D,Night,14.29,0.0,14.29,44.29,0,Success,0.0,0.0,19
ORD-2120,2026-04-02 19:20:00,2026-04-02 19:33:19.434441,Station_B,Night,13.32,0.0,13.32,36.19,0,Success,0.0,0.0,19
ORD-2121,2026-04-02 19:22:00,2026-04-02 19:34:16.005867,Station_A,Night,12.27,0.0,12.27,43.38,0,Success,0.0,0.0,19
ORD-2122,2026-04-02 19:24:00,2026-04-02 19:35:04.219220,Station_A,Night,11.07,0.0,11.07,37.69,0,Success,0.0,0.0,19
ORD-2123,2026-04-02 19:26:00,2026-04-02 19:44:58.175518,Station_A,Night,13.55,5.42,18.97,30.54,1,Failed,2.76,0.0,19
ORD-2124,2026-04-02 19:28:00,2026-04-02 19:39:46.164953,Station_A,Night,11.77,0.0,11.77,42.01,0,Success,0.0,0.0,19
ORD-2125,2026-04-02 19:30:00,2026-04-02 19:46:02.926579,Station_D,Night,16.05,0.0,16.05,48.95,0,Delayed,0.0,0.86,19
ORD-2126,2026-04-02 19:32:00,2026-04-02 19:40:34.133158,Station_D,Night,8.57,0.0,8.57,42.75,0,Success,0.0,0.0,19
ORD-2127,2026-04-02 19:34:00,2026-04-02 19:45:31.365161,Station_B,Night,11.52,0.0,11.52,36.02,0,Success,0.0,0.0,19
ORD-2128,2026-04-02 19:36:00,2026-04-02 19:46:15.249848,Station_D,Night,10.25,0.0,10.25,36.97,0,Success,0.0,0.0,19
ORD-2129,2026-04-02 19:38:00,2026-04-02 19:53:12.414765,Station_C,Night,15.21,0.0,15.21,28.87,0,Delayed,0.0,0.1,19
ORD-2130,2026-04-02 19:40:00,2026-04-02 20:02:17.015367,Station_D,Night,22.28,0.0,22.28,46.63,0,Delayed,0.0,5.66,19
ORD-2131,2026-04-02 19:42:00,2026-04-02 20:03:01.592350,Station_D,Night,15.02,6.01,21.03,37.44,1,Failed,3.75,0.0,19
ORD-2132,2026-04-02 19:44:00,2026-04-02 19:59:39.165788,Station_C,Night,15.65,0.0,15.65,25.0,0,Delayed,0.0,0.27,19
ORD-2133,2026-04-02 19:46:00,2026-04-02 19:58:52.414295,Station_D,Night,12.87,0.0,12.87,45.43,0,Success,0.0,0.0,19
ORD-2134,2026-04-02 19:48:00,2026-04-02 19:58:44.794141,Station_A,Night,10.75,0.0,10.75,36.84,0,Success,0.0,0.0,19
ORD-2135,2026-04-02 19:50:00,2026-04-02 20:02:58.389230,Station_A,Night,12.97,0.0,12.97,27.86,0,Success,0.0,0.0,19
ORD-2136,2026-04-02 19:52:00,2026-04-02 20:03:36.250775,Station_D,Night,11.6,0.0,11.6,28.95,0,Success,0.0,0.0,19
ORD-2137,2026-04-02 19:54:00,2026-04-02 20:02:29.809749,Station_A,Night,8.5,0.0,8.5,41.86,0,Success,0.0,0.0,19
ORD-2138,2026-04-02 19:56:00,2026-04-02 20:09:22.877053,Station_A,Night,13.38,0.0,13.38,33.01,0,Success,0.0,0.0,19
ORD-2139,2026-04-02 19:58:00,2026-04-02 20:11:48.091787,Station_C,Night,13.8,0.0,13.8,31.02,0,Success,0.0,0.0,19
ORD-2140,2026-04-02 20:00:00,2026-04-02 20:21:34.354868,Station_D,Night,21.57,0.0,21.57,34.98,0,Delayed,0.0,3.83,20
ORD-2141,2026-04-02 20:02:00,2026-04-02 20:18:43.341379,Station_A,Night,11.94,4.78,16.72,39.45,1,Failed,3.14,0.0,20
ORD-2142,2026-04-02 20:04:00,2026-04-02 20:29:38.481304,Station_C,Night,25.64,0.0,25.64,45.09,0,Delayed,0.0,8.0,20
ORD-2143,2026-04-02 20:06:00,2026-04-02 20:19:11.584550,Station_D,Night,13.19,0.0,13.19,28.6,0,Success,0.0,0.0,20
ORD-2144,2026-04-02 20:08:00,2026-04-02 20:20:35.728461,Station_A,Night,12.6,0.0,12.6,40.99,0,Success,0.0,0.0,20
ORD-2145,2026-04-02 20:10:00,2026-04-02 20:21:51.654806,Station_B,Night,11.86,0.0,11.86,41.71,0,Success,0.0,0.0,20
ORD-2146,2026-04-02 20:12:00,2026-04-02 20:37:40.623950,Station_C,Night,25.68,0.0,25.68,34.43,0,Delayed,0.0,6.13,20
ORD-2147,2026-04-02 20:14:00,2026-04-02 20:29:54.790336,Station_D,Night,15.91,0.0,15.91,27.45,0,Delayed,0.0,0.42,20
ORD-2148,2026-04-02 20:16:00,2026-04-02 20:34:27.278280,Station_D,Night,13.18,5.27,18.45,46.13,1,Failed,4.05,0.0,20
ORD-2149,2026-04-02 20:18:00,2026-04-02 20:40:29.730210,Station_D,Night,16.07,6.43,22.5,48.81,1,Failed,5.23,0.0,20
ORD-2150,2026-04-02 20:20:00,2026-04-02 20:54:35.023316,Station_C,Night,24.7,9.88,34.58,30.49,1,Failed,5.02,0.0,20
ORD-2151,2026-04-02 20:22:00,2026-04-02 20:45:07.962489,Station_C,Night,16.52,6.61,23.13,48.7,1,Failed,5.36,0.0,20
ORD-2152,2026-04-02 20:24:00,2026-04-02 20:38:36.590284,Station_A,Night,14.61,0.0,14.61,27.32,0,Success,0.0,0.0,20
ORD-2153,2026-04-02 20:26:00,2026-04-02 20:35:55.887924,Station_B,Night,9.93,0.0,9.93,34.24,0,Success,0.0,0.0,20
ORD-2154,2026-04-02 20:28:00,2026-04-02 20:38:24.260087,Station_B,Night,10.4,0.0,10.4,42.69,0,Success,0.0,0.0,20
ORD-2155,2026-04-02 20:30:00,2026-04-02 20:40:26.515128,Station_A,Night,10.44,0.0,10.44,27.17,0,Success,0.0,0.0,20
ORD-2156,2026-04-02 20:32:00,2026-04-02 20:59:19.051336,Station_C,Night,27.32,0.0,27.32,29.33,0,Delayed,0.0,6.02,20
ORD-2157,2026-04-02 20:34:00,2026-04-02 20:44:47.947164,Station_B,Night,10.8,0.0,10.8,41.62,0,Success,0.0,0.0,20
ORD-2158,2026-04-02 20:36:00,2026-04-02 20:48:05.856460,Station_D,Night,12.1,0.0,12.1,37.33,0,Success,0.0,0.0,20
ORD-2159,2026-04-02 20:38:00,2026-04-02 20:49:07.985339,Station_B,Night,11.13,0.0,11.13,49.39,0,Success,0.0,0.0,20
ORD-2160,2026-04-02 20:40:00,2026-04-02 20:49:03.236261,Station_D,Night,9.05,0.0,9.05,44.53,0,Success,0.0,0.0,20
ORD-2161,2026-04-02 20:42:00,2026-04-02 20:52:39.514262,Station_A,Night,10.66,0.0,10.66,31.96,0,Success,0.0,0.0,20
ORD-2162,2026-04-02 20:44:00,2026-04-02 21:00:17.851526,Station_D,Night,16.3,0.0,16.3,30.23,0,Delayed,0.0,0.65,20
ORD-2163,2026-04-02 20:46:00,2026-04-02 21:05:27.530006,Station_C,Night,19.46,0.0,19.46,34.86,0,Delayed,0.0,2.59,20
ORD-2164,2026-04-02 20:48:00,2026-04-02 21:02:12.129302,Station_D,Night,14.2,0.0,14.2,25.86,0,Success,0.0,0.0,20
ORD-2165,2026-04-02 20:50:00,2026-04-02 21:07:31.263297,Station_C,Night,17.52,0.0,17.52,27.43,0,Delayed,0.0,1.15,20
ORD-2166,2026-04-02 20:52:00,2026-04-02 21:00:23.095713,Station_B,Night,8.38,0.0,8.38,29.92,0,Success,0.0,0.0,20
ORD-2167,2026-04-02 20:54:00,2026-04-02 21:03:50.300744,Station_B,Night,9.84,0.0,9.84,26.05,0,Success,0.0,0.0,20
ORD-2168,2026-04-02 20:56:00,2026-04-02 21:07:19.786105,Station_B,Night,11.33,0.0,11.33,36.12,0,Success,0.0,0.0,20
ORD-2169,2026-04-02 20:58:00,2026-04-02 21:11:24.200151,Station_A,Night,13.4,0.0,13.4,32.97,0,Success,0.0,0.0,20
ORD-2170,2026-04-02 21:00:00,2026-04-02 21:08:22.282793,Station_D,Night,8.37,0.0,8.37,48.13,0,Success,0.0,0.0,21
ORD-2171,2026-04-02 21:02:00,2026-04-02 21:17:46.195504,Station_C,Night,15.77,0.0,15.77,29.41,0,Delayed,0.0,0.38,21
ORD-2172,2026-04-02 21:04:00,2026-04-02 21:17:33.659251,Station_B,Night,13.56,0.0,13.56,44.55,0,Success,0.0,0.0,21
ORD-2173,2026-04-02 21:06:00,2026-04-02 21:19:33.055705,Station_A,Night,13.55,0.0,13.55,28.38,0,Success,0.0,0.0,21
ORD-2174,2026-04-02 21:08:00,2026-04-02 21:23:32.053683,Station_C,Night,15.53,0.0,15.53,39.17,0,Delayed,0.0,0.35,21
ORD-2175,2026-04-02 21:10:00,2026-04-02 21:16:55.771979,Station_D,Night,6.93,0.0,6.93,27.17,0,Success,0.0,0.0,21
ORD-2176,2026-04-02 21:12:00,2026-04-02 21:25:49.261761,Station_A,Night,13.82,0.0,13.82,28.32,0,Success,0.0,0.0,21
ORD-2177,2026-04-02 21:14:00,2026-04-02 21:27:51.913227,Station_B,Night,13.87,0.0,13.87,32.63,0,Success,0.0,0.0,21
ORD-2178,2026-04-02 21:16:00,2026-04-02 21:31:27.603332,Station_A,Night,15.46,0.0,15.46,40.21,0,Delayed,0.0,0.31,21
ORD-2179,2026-04-02 21:18:00,2026-04-02 21:37:22.585634,Station_C,Night,19.38,0.0,19.38,28.74,0,Delayed,0.0,2.1,21
ORD-2180,2026-04-02 21:20:00,2026-04-02 21:53:22.953880,Station_D,Night,23.84,9.54,33.38,30.79,1,Failed,4.89,0.0,21
ORD-2181,2026-04-02 21:22:00,2026-04-02 21:49:44.308492,Station_D,Night,19.81,7.93,27.74,36.13,1,Failed,4.77,0.0,21
ORD-2182,2026-04-02 21:24:00,2026-04-02 21:34:38.623323,Station_B,Night,10.64,0.0,10.64,29.2,0,Success,0.0,0.0,21
ORD-2183,2026-04-02 21:26:00,2026-04-02 21:37:47.401691,Station_A,Night,11.79,0.0,11.79,26.33,0,Success,0.0,0.0,21
ORD-2184,2026-04-02 21:28:00,2026-04-02 21:42:38.117272,Station_A,Night,14.64,0.0,14.64,41.84,0,Success,0.0,0.0,21
ORD-2185,2026-04-02 21:30:00,2026-04-02 21:51:57.247565,Station_C,Night,21.95,0.0,21.95,41.99,0,Delayed,0.0,4.87,21
ORD-2186,2026-04-02 21:32:00,2026-04-02 21:44:12.873441,Station_A,Night,12.21,0.0,12.21,42.45,0,Success,0.0,0.0,21
ORD-2187,2026-04-02 21:34:00,2026-04-02 21:52:24.256619,Station_A,Night,18.4,0.0,18.4,41.43,0,Delayed,0.0,2.35,21
ORD-2188,2026-04-02 21:36:00,2026-04-02 21:48:15.657631,Station_A,Night,12.26,0.0,12.26,37.24,0,Success,0.0,0.0,21
ORD-2189,2026-04-02 21:38:00,2026-04-02 21:50:47.234391,Station_D,Night,12.79,0.0,12.79,46.16,0,Success,0.0,0.0,21
ORD-2190,2026-04-02 21:40:00,2026-04-02 21:50:35.837728,Station_B,Night,10.6,0.0,10.6,35.98,0,Success,0.0,0.0,21
ORD-2191,2026-04-02 21:42:00,2026-04-02 21:53:18.510773,Station_B,Night,11.31,0.0,11.31,34.39,0,Success,0.0,0.0,21
ORD-2192,2026-04-02 21:44:00,2026-04-02 22:17:41.019942,Station_C,Night,24.06,9.62,33.68,46.6,1,Failed,7.47,0.0,21
ORD-2193,2026-04-02 21:46:00,2026-04-02 21:53:26.833239,Station_B,Night,7.45,0.0,7.45,26.91,0,Success,0.0,0.0,21
ORD-2194,2026-04-02 21:48:00,2026-04-02 21:55:59.470398,Station_A,Night,7.99,0.0,7.99,25.65,0,Success,0.0,0.0,21
ORD-2195,2026-04-02 21:50:00,2026-04-02 22:01:15.971291,Station_A,Night,11.27,0.0,11.27,41.23,0,Success,0.0,0.0,21
ORD-2196,2026-04-02 21:52:00,2026-04-02 22:08:22.779712,Station_D,Night,16.38,0.0,16.38,39.01,0,Delayed,0.0,0.9,21
ORD-2197,2026-04-02 21:54:00,2026-04-02 22:02:25.512037,Station_D,Night,8.43,0.0,8.43,25.17,0,Success,0.0,0.0,21
ORD-2198,2026-04-02 21:56:00,2026-04-02 22:08:19.559340,Station_A,Night,12.33,0.0,12.33,48.64,0,Success,0.0,0.0,21
ORD-2199,2026-04-02 21:58:00,2026-04-02 22:11:29.854153,Station_D,Night,13.5,0.0,13.5,33.98,0,Success,0.0,0.0,21
ORD-2200,2026-04-02 22:00:00,2026-04-02 22:17:23.918276,Station_D,Night,12.43,4.97,17.4,46.08,1,Failed,3.82,0.0,22
ORD-2201,2026-04-02 22:02:00,2026-04-02 22:16:08.911915,Station_A,Night,14.15,0.0,14.15,40.13,0,Success,0.0,0.0,22
ORD-2202,2026-04-02 22:04:00,2026-04-02 22:19:29.169544,Station_D,Night,11.06,4.42,15.49,26.27,1,Failed,1.94,0.0,22
ORD-2203,2026-04-02 22:06:00,2026-04-02 22:14:21.596798,Station_C,Night,8.36,0.0,8.36,30.1,0,Success,0.0,0.0,22
ORD-2204,2026-04-02 22:08:00,2026-04-02 22:20:06.323893,Station_D,Night,12.11,0.0,12.11,28.3,0,Success,0.0,0.0,22
ORD-2205,2026-04-02 22:10:00,2026-04-02 22:27:05.114122,Station_C,Night,17.09,0.0,17.09,36.69,0,Delayed,0.0,1.28,22
ORD-2206,2026-04-02 22:12:00,2026-04-02 22:26:52.767664,Station_D,Night,14.88,0.0,14.88,44.03,0,Success,0.0,0.0,22
ORD-2207,2026-04-02 22:14:00,2026-04-02 22:44:35.141242,Station_D,Night,21.85,8.74,30.59,30.52,1,Failed,4.45,0.0,22
ORD-2208,2026-04-02 22:16:00,2026-04-02 22:32:07.538124,Station_A,Night,11.52,4.61,16.13,30.78,1,Failed,2.36,0.0,22
ORD-2209,2026-04-02 22:18:00,2026-04-02 22:36:22.454439,Station_A,Night,13.12,5.25,18.37,49.29,1,Failed,4.31,0.0,22
ORD-2210,2026-04-02 22:20:00,2026-04-02 22:32:42.599437,Station_A,Night,12.71,0.0,12.71,27.58,0,Success,0.0,0.0,22
ORD-2211,2026-04-02 22:22:00,2026-04-02 22:35:15.116639,Station_D,Night,13.25,0.0,13.25,28.1,0,Success,0.0,0.0,22
ORD-2212,2026-04-02 22:24:00,2026-04-02 22:34:12.126841,Station_B,Night,10.2,0.0,10.2,39.46,0,Success,0.0,0.0,22
ORD-2213,2026-04-02 22:26:00,2026-04-02 22:50:32.584288,Station_C,Night,24.54,0.0,24.54,47.94,0,Delayed,0.0,7.62,22
ORD-2214,2026-04-02 22:28:00,2026-04-02 22:39:21.014064,Station_C,Night,11.35,0.0,11.35,40.71,0,Success,0.0,0.0,22
ORD-2215,2026-04-02 22:30:00,2026-04-02 22:50:27.688266,Station_C,Night,20.46,0.0,20.46,27.6,0,Delayed,0.0,2.51,22
ORD-2216,2026-04-02 22:32:00,2026-04-02 22:46:28.918071,Station_B,Night,14.48,0.0,14.48,32.41,0,Success,0.0,0.0,22
ORD-2217,2026-04-02 22:34:00,2026-04-02 22:47:05.223481,Station_B,Night,13.09,0.0,13.09,29.8,0,Success,0.0,0.0,22
ORD-2218,2026-04-02 22:36:00,2026-04-02 22:47:34.164688,Station_C,Night,8.26,3.31,11.57,39.11,1,Failed,2.15,0.0,22
ORD-2219,2026-04-02 22:38:00,2026-04-02 23:06:35.310716,Station_D,Night,20.42,8.17,28.59,38.48,1,Failed,5.24,0.0,22
ORD-2220,2026-04-02 22:40:00,2026-04-02 22:54:06.747802,Station_A,Night,14.11,0.0,14.11,38.31,0,Success,0.0,0.0,22
ORD-2221,2026-04-02 22:42:00,2026-04-02 23:03:05.980160,Station_C,Night,21.1,0.0,21.1,46.3,0,Delayed,0.0,4.71,22
ORD-2222,2026-04-02 22:44:00,2026-04-02 22:55:59.738265,Station_A,Night,12.0,0.0,12.0,27.16,0,Success,0.0,0.0,22
ORD-2223,2026-04-02 22:46:00,2026-04-02 23:20:16.897237,Station_C,Night,34.28,0.0,34.28,38.58,0,Delayed,0.0,12.4,22
ORD-2224,2026-04-02 22:48:00,2026-04-02 23:00:33.813927,Station_A,Night,12.56,0.0,12.56,42.66,0,Success,0.0,0.0,22
ORD-2225,2026-04-02 22:50:00,2026-04-02 23:06:02.947125,Station_D,Night,16.05,0.0,16.05,32.43,0,Delayed,0.0,0.57,22
ORD-2226,2026-04-02 22:52:00,2026-04-02 23:10:40.202123,Station_C,Night,18.67,0.0,18.67,29.58,0,Delayed,0.0,1.81,22
ORD-2227,2026-04-02 22:54:00,2026-04-02 23:05:47.684265,Station_B,Night,11.79,0.0,11.79,42.63,0,Success,0.0,0.0,22
ORD-2228,2026-04-02 22:56:00,2026-04-02 23:09:44.252996,Station_A,Night,13.74,0.0,13.74,49.76,0,Success,0.0,0.0,22
ORD-2229,2026-04-02 22:58:00,2026-04-02 23:16:24.911019,Station_B,Night,13.15,5.26,18.42,45.89,1,Failed,4.02,0.0,22
